origin,desc_1,desc_3,roast,agtron
Kenya; Ethiopia,"Evaluated as espresso. Watermelon, Nutella, freesia-like flowers, cedar, brown sugar in aroma and small cup. Lightly satiny mouthfeel; floral-toned finish with chocolate and hazelnut undertones. Rich and deep in cappuccino-scaled milk with notes of Nutella and freesia carrying into a long finish.",An aptly named fruit-centered espresso blend with watermelon-like notes and a Nutella throughline; especially appealing in milk.Explore Similar CoffeesClick here for more reviews from Desolate CafeVisit Desolate Cafe ,Medium-Light,58/79
Ethiopia; Guatemala; Honduras,"Evaluated as espresso. Richly sweet, caramel-toned. Dark caramel, orange zest, pecan, raisin, oak in aroma and small cup. Velvety mouthfeel; sweet, wood-framed finish with undertones of pecan and raisin. In three parts milk, richly caramel- and nut-toned, nuanced with sweet floral suggestions.","A friendly, sweet, nut-toned espresso blend comprised of both natural- and washed-processed components.Explore Similar CoffeesClick here for more reviews from Desolate CafeVisit Desolate Cafe ",Medium-Light,52/70
"Savane Zombie, Haiti","Soft, round, quietly vibrant. Cashew, red plum, tea rose, baking chocolate, cedar in aroma and cup. Sweet structure with crisply bright acidity; lightly syrupy mouthfeel. The finish consolidates to notes of baking chocolate and cedar.","A pleasingly crisp, sweetly stone fruit- and nut-toned organic Haiti cup with an inspiring story and a chocolate throughline. Explore Similar CoffeesClick here for more reviews from Cafe KreyolClick here for more information about coffees from HaitiVisit Cafe Kreyol ",Medium-Light,58/78
"Jarabacoa, Dominican Republic","Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity; velvety-smooth mouthfeel. Sweet, subtly complex finish.","A delicately complex, cocoa-toned Dominican Republic cup, certified organic, with inviting clover-like floral notes throughout.Explore Similar CoffeesClick here for more reviews from Cafe KreyolClick here for more information about coffees from Dominican RepublicVisit Cafe Kreyol ",Medium-Light,58/74
Brazil; Guatemala; Indonesia,"Evaluated as espresso. Gently fruit-toned, crisply chocolaty. Brazil nut, dried apricot, cocoa powder, marshmallow, orange zest in aroma and small cup. Lightly creamy mouthfeel; richly sweet, nut-driven finish. In three parts milk, cocoa powder and Brazil nut sweetly mingle.","A gentle, roast-rounded espresso with pretty cocoa and sweet nut tones throughout, especially in milk.Explore Similar CoffeesClick here for more reviews from Toca Coffee ",Medium,46/60
Not disclosed,"Evaluated as espresso. Richly bittersweet, roast-rounded. Cashew butter, lemon zest, scorched pine, pear, molasses in aroma and small cup. Full, creamy mouthfeel; sweetly nut-toned finish with hints of scorched pine. The milk shot is balanced with molasses and cashew notes in front and scorched pine in the long.","A gently roast-toned, sweetly nut-driven espresso blend with inviting notes of citrus, pear and pine.Explore Similar CoffeesClick here for more reviews from Durango Coffee CompanyVisit Durango Coffee Company ",Medium,45/59
Guatemala; Ethiopia; Papua New Guinea,"Evaluated as espresso. Deeply sweet, caramelly. Golden raisin, dark caramel, hazelnut, rhododendron, oak in aroma and cup. Satiny-smooth mouthfeel; the crisp, caramelly finish is complicated by notes of fresh-cut oak. Balanced and complete in three parts milk with deep caramel and sweet hazelnut notes.","A low-toned, richly sweet espresso blend for lovers of caramel- and nut-driven coffees.Explore Similar CoffeesClick here for more reviews from Tribo Coffee ",Medium,47/63
Guatemala; Brazil; Indonesia,"Evaluated as espresso. Richly bittersweet, gently chocolaty. Dried apricot, cocoa powder, fresh-cut cedar, almond, magnolia in aroma and small cup. Plump, creamy mouthfeel; cocoa- and cedar-toned finish. Three parts milk amplifies cocoa, apricot and magnolia notes, while almond and cedar provide pleasing structural undertones.","A crisply chocolaty, gently fruit-toned, sweetly floral espresso blend especially complex in cappuccino-scale milk.Explore Similar CoffeesClick here for more reviews from Per'la Specialty Roasters ",Medium,50/70
Colombia; Brazil,"Evaluated as espresso. Richly sweet-savory, unapologetically earth-toned. Pipe tobacco, dried cherry, hazelnut, caramel, a hint of cumin in aroma and small cup. Plush, velvety mouthfeel; the finish consolidates to hazelnut and a cumin-like spice. Milk quiets the tobacco tones and elevates the dried cherry and sweet hazelnut.","A decidedly deep-toned espresso blend that persuasively triangulates stone fruit, pipe tobacco and earthy-sweet spice.Explore Similar CoffeesClick here for more reviews from Peach Coffee Roasters ",Medium,47/63
Colombia; Brazil; Indonesia,"Evaluated as espresso. Richly bittersweet, gently herb-toned. Dried persimmon, macadamia nut, lime zest, scorched maple, rosemary blossom in aroma and small cup. Crisp, satiny mouthfeel; sweetly nutty, herb-toned finish. In three parts milk, both richly sweet (creamy macadamia nut and dried persimmon) and subtly earth-toned (rosemary blossom, scorched maple).","Paradise owner Miguel Meza calls this blend his “new-wave retro espresso.” Could be, with its embrace of the savory and nutty in lieu of big chocolate. Especially distinctive in milk, where the savory and sweet merge best.Explore Similar CoffeesClick here for more reviews from Paradise RoastersVisit Paradise Roasters ",Medium,45/61
Not disclosed,"Evaluated as espresso. Crisply sweet, cocoa-driven. Cocoa nib, tangerine zest, pipe tobacco, alyssum, maple syrup in aroma and small cup. Richly smooth, satiny mouthfeel; crisp, cocoa-toned finish with undertones of pipe tobacco. In three parts milk, complex and floral — think cocoa nib with edible flowers.","A deftly roasted, cocoa-driven espresso blend that manages to highlight deep tobacco as well as high-toned citrus and floral notes.Explore Similar CoffeesClick here for more reviews from Queen Coffee ",Medium,51/64
Honduras; Guatemala; Colombia,"Evaluated as espresso. Integrated, cocoa-and floral-toned. Cocoa powder, star jasmine, toffee, dried plum, clove in aroma and small cup. Juicy, lightly satiny mouthfeel; cocoa-driven finish with undertones of sweet clove. In three parts milk, spice-dominant (think clove and fresh-cut thyme) with understated but ever-present cocoa.","An adult espresso blend with austere harmonies of delicate chocolate and warm, dusky spice.Explore Similar CoffeesClick here for more reviews from MK Coffee Roasters ",Medium-Dark,36/48
Guatemala; Brazil; Colombia,"Evaluated as espresso. Richly chocolaty, nut-toned. Chocolate fudge, pistachio, gardenia, scorched mesquite, molasses in aroma and small cup. Full, creamy mouthfeel; chocolaty, pleasingly smoky-sweet finish. In three parts milk, think Snicker’s bar with extra caffeine.","A deeply sweet, dessert-like espresso blend, gently smoke-toned, sweetly nutty and floral, boldly chocolaty.Explore Similar CoffeesClick here for more reviews from Coffee Please ",Medium-Dark,39/53
Guatemala; Colombia; Ethiopia,"Evaluated as espresso. Complex, multilayered, cerebral. Dark chocolate, petrichor, ripe pluot, tiger lily, pink peppercorn in aroma and small cup. Lush, syrupy mouthfeel; crisp, rich-toned finish. Layers of aroma and flavor in three parts milk, from sweet pluot and dark chocolate to spice-toned tiger lily and pink peppercorn in the finish.","Heady, nuanced, deep — the shot in milk, in particular, is enchantingly sweet, enigmatically savory, integrated and harmonious.Explore Similar CoffeesClick here for more reviews from Kakalove CafeVisit Kakalove Cafe ",Medium,50/67
Colombia; Peru; Rwanda; Ethiopia,"Evaluated as espresso. Dark chocolate, Concord grape, scorched sugarcane, sandalwood, wisteria in aroma and small cup. Viscous, syrupy mouthfeel; richly chocolaty, sweetly smoky finish with floral depth. In three parts milk, decadent perfection: layers of undulating chocolate, wisteria and scorched sugarcane carry far into the long finish.","A blend of coffees from four origins whose sum is a sweetly tart, bold, resonant straight shot and a floral, smoky, intoxicatingly chocolaty experience in milk.Explore Similar CoffeesClick here for more reviews from Simon Hsieh Aroma Roast CoffeesVisit Simon Hsieh Aroma Roast Coffees ",Medium-Dark,35/48
Brazil; Ethiopia; Colombia,"Evaluated as espresso. Chocolaty and richly bittersweet. Green apple, baking chocolate, black walnut, scorched allspice, fresh-cut fir in aroma and small cup. Delicate, smooth mouthfeel; punchy, chocolate- and walnut-toned finish. Three parts milk elevates both chocolate and spice and adds lily-like flowers to the profile.","A friendly, confident espresso blend, particularly nuanced and complex in three parts milk.Explore Similar CoffeesClick here for more reviews from Temple Coffee RoastersVisit Temple Coffee Roasters ",Medium,46/60
Colombia,"Rich-toned, deeply sweet-savory. Black cherry, almond nougat, hop flowers, cedar, marjoram in aroma and cup. Richly bittersweet structure with gentle, round acidity; very full, syrupy mouthfeel. The finish leads with bittersweet floral notes that suggest hop flowers, with undertones of stone fruit and almond nougat.","A compelling version of the rare Sudan Rume variety — complex, multi-layered, richly savory-leaning.Explore Similar CoffeesClick here for more reviews from Lina Premium CoffeeClick here for more information about coffees from Colombia ",Medium-Light,54/74
"Ngorongoro, Tanzania","Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity; buoyant, silky mouthfeel. Resonant, flavor-saturated, very long finish.","A splendid Tanzania Gesha that mesmerizes with lush, complex spice and deep, pervasive sweetness.Explore Similar CoffeesClick here for more reviews from Paradise RoastersClick here for more information about coffees from TanzaniaVisit Paradise Roasters ",Light,62/80
"Jaramillo, Boquete growing region, Panama","Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. Floral and nut-toned finish.","A deeply sweet, richly aromatic Panama Geisha cup characterized by dried fruit and resonant floral tones.Explore Similar CoffeesClick here for more reviews from Baba Java CoffeeClick here for more information about coffees from Panama ",Medium-Light,56/72
"Guji Zone, Oromia Region, Southern Ethiopia","Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity; silky, supple mouthfeel. Deeply layered finish centered on stone fruit and cocoa.","A graceful, high-toned Ethiopia cup with sweet herb undertones, inviting in its delicately floral and fruit-toned complexity.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ",Light,64/84
"Guji Zone, Oromia Region, southern Ethiopia","Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity; deep, syrupy-smooth mouthfeel. Sweet, long finish with notes of cocoa nib and pink grapefruit zest.",A rare yellow honey-processed Ethiopia cup with the clean vibrancy of a washed coffee and the nuanced depth associated with careful honey processing.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from EthiopiaVisit Kakalove Cafe ,Light,62/80
